"opp","biopharm","ustwin","patus","patgsgr","year","ncit","ncountry","nclaims"
0,1,1,0,1,1985,2,11,5
1,0,1,0,1,1985,4,11,8
0,0,0,1,0,1989,1,3,12
0,0,1,1,0,1988,1,3,13
0,0,0,0,1,1985,1,4,3
0,0,0,1,0,1987,1,4,6
1,1,0,1,0,1990,3,10,13
1,1,1,0,1,1986,11,11,10
0,1,0,0,1,1985,2,11,19
0,0,1,0,1,1986,1,7,10
0,0,1,0,0,1990,4,3,38
0,1,0,1,0,1988,7,11,23
1,1,1,1,0,1990,6,11,48
0,0,0,1,0,1989,4,6,43
1,0,0,1,0,1989,2,7,8
1,0,1,0,1,1985,2,11,16
1,0,1,0,1,1984,3,11,6
0,0,1,0,0,1987,1,4,8
1,0,0,0,0,1989,0,3,11
0,0,0,0,1,1986,1,7,10
0,0,1,1,0,1988,1,3,10
0,1,0,1,0,1989,1,9,28
0,1,1,0,1,1986,4,11,8
0,0,0,0,0,1986,1,7,8
1,1,0,1,0,1985,11,4,62
1,0,0,0,1,1986,0,5,9
0,0,1,0,0,1987,0,4,14
0,1,1,0,0,1985,1,7,6
0,0,1,0,0,1986,0,3,9
0,1,0,1,0,1991,2,11,13
1,1,1,0,1,1985,0,11,5
1,1,1,1,0,1988,1,11,20
0,0,1,0,1,1985,0,8,3
1,0,1,0,1,1987,3,6,7
0,1,1,0,0,1987,0,8,3
1,0,0,0,0,1986,0,4,10
0,0,1,1,0,1987,0,3,6
0,1,0,0,1,1986,4,7,11
0,0,0,1,0,1985,3,3,10
0,0,1,0,0,1988,7,4,14
1,0,0,0,0,1986,0,3,10
1,0,1,0,0,1986,0,3,1
0,0,1,0,0,1987,1,4,5
0,1,0,1,0,1988,0,11,19
0,0,1,0,0,1989,2,3,6
0,0,0,0,1,1986,1,5,16
1,1,0,0,1,1988,2,9,9
0,1,1,1,0,1984,2,11,5
1,0,0,0,1,1985,0,8,12
0,0,0,0,1,1988,0,7,10
1,1,1,0,0,1987,6,9,10
0,0,1,0,1,1988,7,8,7
1,0,1,0,1,1986,5,7,10
0,0,1,0,1,1987,2,7,8
0,0,1,0,1,1987,5,5,3
0,0,1,0,1,1985,0,6,2
0,0,1,0,0,1986,2,4,5
0,0,1,0,1,1986,4,5,3
1,0,1,0,0,1989,2,2,10
1,0,0,0,1,1988,1,11,11
0,0,1,0,0,1988,2,4,9
1,1,1,0,0,1985,3,2,9
0,1,0,1,0,1987,0,11,10
0,0,1,0,0,1988,8,4,20
0,0,0,0,1,1986,0,8,2
0,0,0,1,0,1990,2,3,10
0,0,0,0,1,1985,2,3,7
0,1,0,1,0,1985,4,7,41
1,0,1,0,1,1988,8,6,10
0,1,0,1,0,1988,2,9,88
0,0,0,1,0,1989,8,9,6
0,1,1,0,1,1987,0,7,12
1,1,0,0,0,1988,2,10,9
1,1,0,0,1,1988,0,10,7
0,0,1,0,0,1987,0,3,4
0,1,0,0,0,1986,0,10,10
1,0,1,0,0,1988,0,4,11
1,1,1,0,1,1988,7,11,6
0,0,1,1,0,1986,2,3,9
0,0,1,1,0,1986,1,3,13
0,0,1,1,0,1986,1,6,16
0,0,1,0,0,1989,2,3,6
1,1,0,1,0,1989,4,10,10
1,0,0,0,1,1986,0,3,4
0,0,1,0,0,1986,1,3,4
1,1,1,0,0,1985,3,9,3
0,0,1,0,0,1987,2,3,1
1,1,0,1,0,1986,7,11,11
1,0,0,0,1,1985,0,10,1
0,0,0,0,1,1989,2,5,27
0,0,1,1,0,1990,8,10,15
1,0,1,0,0,1986,2,4,21
0,1,0,1,0,1986,0,11,11
0,0,1,0,0,1989,2,3,10
1,1,0,0,1,1987,1,10,10
1,0,1,0,0,1986,0,10,4
0,0,1,1,0,1986,5,3,10
0,0,1,1,0,1991,1,7,26
0,0,1,1,0,1988,2,3,11
1,0,1,0,0,1988,1,3,23
1,0,1,0,1,1986,5,3,20
0,0,1,0,1,1989,3,11,8
1,0,0,0,0,1987,7,3,4
1,1,1,0,1,1987,2,11,2
1,0,1,1,0,1987,0,5,10
0,1,0,1,0,1989,3,10,10
1,1,0,0,0,1989,6,11,15
0,1,1,0,0,1986,2,5,11
1,0,1,0,0,1986,0,3,18
0,0,1,0,1,1986,4,3,16
0,0,1,0,0,1986,2,5,11
1,1,1,0,1,1985,3,11,11
1,1,1,0,0,1984,3,8,8
1,1,1,0,1,1984,3,6,16
0,0,1,0,0,1989,2,4,6
0,0,1,0,0,1985,0,3,2
0,0,1,0,0,1986,1,9,9
0,0,1,0,0,1985,0,5,5
0,0,1,0,1,1987,0,5,8
0,1,1,0,0,1987,9,10,8
1,1,1,0,1,1988,9,11,38
1,1,1,1,0,1985,4,9,9
0,0,1,0,0,1986,7,3,1
0,0,1,0,0,1985,1,4,5
0,1,1,1,0,1987,0,10,10
1,0,1,0,1,1986,0,4,6
1,0,1,0,0,1986,4,8,7
0,0,1,1,0,1991,1,4,8
0,0,1,0,0,1986,2,3,26
0,1,1,1,0,1986,0,11,12
0,1,0,0,0,1985,2,11,10
1,0,1,0,1,1985,3,6,10
1,1,1,0,1,1988,4,11,13
1,0,0,0,0,1986,3,5,6
0,1,1,1,0,1985,0,10,6
1,0,1,0,0,1988,0,3,5
1,0,1,1,0,1985,5,7,20
1,1,1,1,0,1992,4,11,15
0,1,0,0,1,1988,0,11,19
0,1,1,0,1,1985,4,9,44
1,0,1,0,0,1987,3,3,4
1,1,1,0,0,1986,2,5,10
0,1,0,1,0,1986,0,11,18
1,0,1,0,0,1986,0,3,5
1,0,1,0,0,1987,1,3,3
1,0,0,0,1,1984,1,11,9
1,1,0,1,0,1989,4,10,29
0,0,1,0,0,1988,0,4,10
0,1,0,1,0,1986,0,10,10
1,1,0,0,0,1986,11,5,14
1,1,0,1,0,1988,35,10,15
0,0,1,1,0,1986,0,6,3
0,0,1,0,1,1988,2,11,25
1,0,1,0,0,1985,2,5,10
1,1,1,0,1,1987,0,3,10
1,1,1,0,0,1985,6,9,14
0,0,1,0,0,1988,1,3,8
1,1,1,1,0,1989,5,11,18
0,1,1,0,0,1987,2,3,7
1,0,1,0,0,1988,1,3,4
1,0,0,0,0,1987,7,3,9
1,0,1,0,0,1988,0,3,3
1,1,1,1,0,1988,1,7,10
1,1,1,0,1,1987,2,11,9
1,1,1,0,0,1986,2,11,7
0,0,1,1,0,1988,0,6,10
1,1,1,0,0,1989,4,5,10
1,0,1,0,0,1988,4,3,8
1,0,1,0,0,1987,2,3,3
1,1,0,1,0,1986,4,10,10
1,1,1,0,0,1986,4,5,8
1,1,0,1,0,1988,1,11,15
0,0,1,0,0,1986,3,5,15
0,1,0,0,0,1988,5,5,23
1,0,1,1,0,1985,0,4,22
0,1,1,0,0,1987,1,4,11
0,0,1,1,0,1986,3,3,10
0,0,1,0,0,1989,0,5,10
0,0,1,1,0,1987,0,10,14
1,1,0,1,0,1989,0,11,5
0,0,1,0,0,1987,3,3,5
0,0,1,0,0,1987,1,3,7
0,0,1,0,0,1991,1,3,2
0,0,1,1,0,1987,0,9,7
0,0,1,1,0,1989,0,9,4
1,1,0,1,0,1991,14,11,27
0,1,1,1,0,1988,4,11,11
1,1,0,0,0,1989,3,6,10
1,1,1,0,0,1987,1,9,7
1,1,1,0,0,1987,1,9,6
0,0,0,1,0,1989,8,6,11
0,0,1,0,1,1986,3,6,19
0,0,1,0,0,1986,0,5,6
0,1,0,1,0,1990,2,5,28
0,0,1,0,0,1987,5,3,12
1,0,1,0,0,1986,2,3,12
0,0,1,0,0,1988,1,3,10
0,0,1,1,0,1986,0,4,10
0,0,1,0,0,1988,0,5,6
0,0,1,0,0,1990,0,4,5
0,0,0,0,1,1988,0,11,9
1,0,1,1,0,1988,6,8,26
1,1,1,1,0,1989,3,10,16
1,0,1,0,0,1988,1,3,4
1,1,1,0,0,1990,3,11,32
1,0,0,1,0,1988,2,4,17
0,0,1,0,0,1988,1,3,4
1,1,0,1,0,1988,20,11,34
0,1,0,1,0,1987,4,11,15
0,0,1,0,0,1987,1,4,25
1,0,1,0,0,1988,1,3,5
1,0,1,0,0,1986,2,3,5
0,0,1,1,0,1988,1,5,10
0,0,0,0,0,1986,3,8,9
1,1,1,0,0,1985,8,11,30
0,0,1,1,0,1989,4,11,13
0,0,1,0,0,1985,2,4,6
1,1,1,0,0,1984,5,11,13
0,0,1,0,0,1986,13,10,9
1,1,1,0,0,1986,3,11,7
1,0,0,0,0,1985,4,5,7
0,0,0,0,0,1985,0,3,5
0,0,1,0,0,1988,0,3,3
0,0,1,0,0,1985,0,6,6
1,0,1,0,0,1984,1,7,8
0,0,1,0,0,1985,1,6,1
1,1,1,0,0,1987,1,9,13
0,0,1,1,0,1985,0,4,14
0,0,1,0,0,1986,2,4,3
1,0,0,0,0,1988,1,10,10
0,1,0,0,0,1988,1,11,11
0,0,1,0,0,1986,0,5,4
1,1,0,1,0,1989,10,11,71
0,1,1,1,0,1991,4,11,14
0,1,0,0,0,1986,0,10,7
0,0,1,0,0,1987,0,3,6
1,1,1,0,0,1986,7,11,13
1,0,1,0,0,1985,1,10,10
1,0,0,0,0,1985,1,4,4
1,0,0,0,1,1984,3,7,15
0,1,0,1,0,1988,0,11,11
0,1,1,0,0,1988,0,11,19
0,0,1,0,0,1987,4,4,3
0,0,1,1,0,1988,0,3,21
0,0,1,1,0,1986,0,3,11
0,0,1,0,0,1986,0,3,10
1,0,1,1,0,1987,0,8,7
1,1,1,0,0,1988,6,5,10
1,0,0,1,0,1989,0,10,17
1,1,1,1,0,1989,0,9,22
0,0,0,1,0,1988,0,10,3
0,1,1,1,0,1990,0,10,9
0,0,1,1,0,1987,0,3,6
1,1,0,0,1,1986,0,9,12
0,0,1,1,0,1986,0,3,5
0,1,1,0,0,1987,0,10,8
1,0,1,1,0,1986,0,5,9
1,1,0,1,0,1990,0,8,28
0,0,1,1,0,1988,0,10,4
0,0,1,0,0,1986,0,3,10
0,0,1,1,0,1987,0,5,19
0,0,1,0,0,1990,1,4,9
1,1,1,0,0,1987,0,9,36
1,0,0,0,1,1987,0,5,9
1,1,0,0,1,1987,0,8,22
1,0,1,0,1,1987,0,9,3
1,0,1,0,1,1987,0,9,1
0,0,1,0,1,1987,2,9,4
0,1,1,0,0,1987,0,6,1
1,0,0,0,1,1987,0,6,16
0,0,1,0,0,1986,0,4,4
0,0,1,1,0,1986,2,4,16
0,1,0,0,0,1986,1,11,14
1,1,1,0,1,1988,3,10,5
0,0,1,0,0,1986,1,5,5
1,0,1,0,0,1986,3,3,11
0,0,0,1,0,1989,4,4,19
1,1,1,1,0,1990,7,8,70
1,0,1,0,1,1988,2,11,5
0,1,0,1,0,1991,1,5,7
1,0,1,0,0,1990,5,3,5
1,0,1,0,0,1988,0,5,4
0,0,1,0,1,1987,1,2,3
1,0,1,0,0,1986,3,7,10
0,1,1,1,0,1990,7,2,26
1,1,0,0,0,1987,0,10,16
0,0,0,0,0,1991,0,3,13
1,1,1,0,0,1992,5,10,17
1,0,0,1,0,1986,2,4,3
0,0,1,0,1,1990,0,4,6
1,0,1,0,1,1988,2,10,6
0,0,1,0,0,1988,4,4,6
0,0,0,0,1,1986,0,10,17
0,0,1,0,1,1986,0,7,10
1,1,0,1,0,1995,8,11,21
1,0,1,0,1,1986,10,6,8
0,1,1,1,0,1988,1,11,27
0,0,1,0,0,1989,7,3,4
1,1,1,0,1,1986,1,10,8
1,0,1,0,0,1986,3,2,7
0,1,0,0,0,1988,0,10,3
1,0,1,1,0,1988,2,4,25
0,0,1,0,0,1987,0,4,24
0,1,0,0,0,1989,11,2,10
0,1,1,0,0,1990,5,9,24
0,0,1,0,0,1991,0,5,16
1,0,1,1,0,1989,5,5,11
0,1,0,0,1,1987,2,11,12
1,1,1,0,1,1988,0,11,12
0,0,1,0,1,1986,0,5,5
0,0,1,0,1,1987,0,3,8
1,0,1,0,0,1990,3,3,7
0,0,1,1,0,1989,0,4,6
0,1,1,1,0,1991,2,9,10
1,0,1,0,0,1987,1,3,5
1,0,1,0,0,1986,1,4,3
0,0,1,1,0,1988,0,3,10
0,0,1,0,0,1992,3,3,10
0,0,0,0,0,1987,1,4,4
0,0,1,0,0,1986,0,4,7
1,0,0,0,0,1989,0,3,3
1,0,0,0,1,1989,0,11,11
1,1,1,0,1,1988,0,10,1
0,0,0,0,1,1987,1,6,2
0,0,1,0,0,1989,0,3,9
0,0,1,1,0,1989,2,3,4
0,1,1,0,0,1988,0,11,6
0,0,1,1,0,1987,1,3,7
0,0,1,0,0,1987,1,4,9
1,1,1,0,0,1988,6,4,13
1,0,1,0,0,1989,2,3,12
0,0,1,1,0,1990,2,10,7
0,0,1,0,1,1986,1,5,6
1,1,0,0,1,1990,2,11,13
0,1,1,1,0,1986,3,11,10
0,0,1,0,0,1991,3,3,9
0,0,1,0,0,1988,2,3,24
1,1,0,1,0,1990,3,3,8
1,1,1,0,0,1990,0,10,6
0,0,1,0,1,1987,0,8,8
1,1,0,1,0,1990,6,11,12
0,1,1,0,1,1987,2,11,7
0,1,1,0,0,1988,1,3,6
0,0,0,0,1,1987,0,10,4
1,0,1,0,1,1989,1,3,17
1,0,1,0,1,1988,3,9,15
0,0,1,1,0,1990,0,4,9
1,1,1,0,0,1989,4,6,7
1,1,0,0,1,1989,3,11,13
0,0,1,1,0,1989,0,3,12
0,0,1,0,1,1987,4,8,10
0,1,1,0,1,1991,1,11,9
1,0,1,1,0,1986,0,4,3
1,0,0,0,0,1986,2,7,4
0,0,0,0,1,1987,0,10,3
0,1,0,1,0,1991,2,10,31
1,0,1,0,0,1988,0,3,13
1,0,1,1,0,1986,1,3,15
1,0,0,0,1,1989,2,6,6
0,0,0,0,1,1988,2,4,5
1,1,1,1,0,1990,1,11,6
0,1,0,0,1,1986,0,10,6
1,1,0,1,0,1990,1,11,70
0,0,1,0,0,1987,1,4,7
1,1,0,0,0,1987,4,3,15
0,0,0,0,1,1988,1,7,5
0,1,0,1,0,1989,1,9,4
1,0,1,1,0,1992,0,4,11
1,0,1,1,0,1987,2,4,6
1,0,1,0,0,1988,9,3,13
1,0,1,0,1,1986,3,7,27
1,1,0,0,0,1988,2,4,3
1,0,1,0,1,1986,0,3,7
1,1,1,0,0,1991,4,10,4
1,0,1,0,0,1987,0,3,9
0,0,1,1,0,1987,1,3,13
1,1,0,1,0,1991,3,11,21
0,0,1,1,0,1988,1,3,15
0,0,1,0,1,1990,0,9,5
0,0,1,0,1,1989,0,3,8
0,0,1,0,1,1987,0,11,6
0,1,1,0,1,1988,0,10,7
0,0,1,1,0,1989,8,6,32
0,0,1,0,0,1988,2,5,10
1,1,1,1,0,1992,1,8,102
1,0,1,0,0,1987,3,3,9
1,1,1,0,1,1990,0,11,3
1,1,1,0,0,1987,0,11,15
0,0,1,1,0,1989,3,10,7
0,1,1,0,0,1991,2,7,2
0,0,1,1,0,1987,1,3,10
0,0,1,1,0,1991,1,3,14
0,0,0,1,0,1989,3,6,30
0,1,1,0,0,1988,3,11,9
1,1,1,0,1,1987,3,11,9
1,0,1,1,0,1986,1,3,5
1,1,1,0,1,1992,2,11,53
1,0,0,0,1,1987,2,11,14
1,0,1,0,1,1986,2,4,5
0,0,1,1,0,1990,3,7,5
0,0,1,1,0,1990,0,3,9
0,0,1,0,1,1987,1,9,12
0,0,0,0,1,1990,3,4,10
0,0,0,0,1,1988,1,4,4
0,0,0,1,0,1988,2,11,10
0,0,0,1,0,1990,1,3,17
1,1,0,0,1,1989,13,11,15
0,0,1,1,0,1989,2,9,12
0,0,1,0,0,1989,1,3,15
1,0,0,0,1,1987,1,7,7
0,0,1,0,0,1990,3,3,3
1,0,1,0,1,1988,0,5,11
1,0,1,0,1,1987,6,6,3
1,0,1,0,0,1989,5,4,8
0,0,1,0,0,1991,3,3,25
0,1,1,0,0,1988,3,11,11
0,0,1,0,1,1988,0,5,6
0,0,0,0,0,1987,1,11,7
0,1,1,0,0,1990,1,11,6
0,1,1,0,0,1986,2,10,5
0,1,1,1,0,1989,0,11,25
1,1,0,0,0,1989,3,11,9
1,1,1,0,0,1987,1,11,8
0,1,1,0,1,1989,6,9,4
1,1,0,0,0,1988,11,11,33
0,0,0,1,0,1987,2,11,6
0,1,1,0,1,1991,0,11,11
1,1,1,0,0,1986,0,11,23
1,1,0,0,0,1988,1,11,17
0,0,1,0,0,1988,0,6,2
0,0,1,0,0,1988,3,5,3
0,0,1,0,0,1989,2,5,3
0,0,1,0,0,1988,1,4,5
0,0,0,0,1,1987,0,5,11
0,1,0,1,0,1989,1,10,21
1,0,0,1,0,1991,1,11,58
0,1,0,1,0,1990,13,11,12
0,1,1,1,0,1988,0,11,9
0,0,1,1,0,1986,5,4,9
0,0,1,0,0,1987,5,3,18
1,1,1,1,0,1989,2,11,21
0,0,1,1,0,1989,0,4,9
1,1,0,0,1,1987,4,11,39
1,0,1,0,0,1988,0,3,10
1,1,0,1,0,1987,10,6,14
1,1,0,1,0,1988,10,11,14
1,1,1,0,0,1989,4,11,29
1,1,1,0,0,1988,9,7,19
1,1,0,1,0,1989,5,7,60
0,0,1,0,0,1988,5,4,6
1,1,0,0,0,1986,1,11,9
0,1,1,1,0,1986,1,11,14
1,1,0,0,1,1988,3,10,8
1,1,1,0,1,1992,5,11,33
0,0,1,0,0,1986,1,3,6
0,0,1,0,0,1990,4,6,19
0,1,1,1,0,1987,0,10,4
1,1,1,1,0,1990,17,11,21
0,1,1,1,0,1986,0,9,10
1,1,0,1,0,1988,6,11,19
1,1,0,1,0,1989,6,11,19
0,0,0,0,0,1986,2,3,8
0,1,0,1,0,1991,1,11,17
1,1,1,0,0,1987,2,6,15
1,1,1,1,0,1987,6,11,11
1,1,0,1,0,1990,0,11,14
0,0,1,1,0,1992,12,3,11
1,0,1,1,0,1989,2,7,9
1,1,0,1,0,1991,14,11,10
1,1,0,1,0,1990,26,11,39
0,0,1,0,1,1990,0,4,14
1,1,1,1,0,1986,1,11,7
1,0,0,0,1,1989,0,3,20
0,1,1,0,0,1988,1,8,11
0,0,1,0,0,1989,0,7,6
0,0,1,0,0,1988,1,5,7
1,0,1,0,0,1986,1,5,5
0,1,0,0,0,1990,2,6,6
1,0,1,0,0,1987,2,7,10
0,1,1,1,0,1988,0,9,9
0,1,0,1,0,1991,0,7,8
1,0,1,0,1,1990,6,3,10
1,1,1,0,0,1995,4,11,15
0,1,1,0,0,1990,1,3,13
0,0,1,0,0,1989,3,3,7
1,1,0,1,0,1987,8,9,4
0,0,1,0,1,1987,0,5,14
0,0,1,1,0,1990,0,4,17
1,1,0,1,0,1991,5,11,5
1,1,0,1,0,1988,1,11,20
1,0,1,0,0,1988,1,3,21
0,1,1,0,1,1989,2,10,11
1,1,1,0,0,1988,3,9,17
0,0,1,0,0,1989,0,5,8
1,1,0,1,0,1991,3,11,47
1,0,1,0,0,1987,0,3,9
1,1,0,1,0,1991,21,11,76
0,1,0,1,0,1989,7,7,12
0,0,1,0,0,1987,2,3,32
0,0,1,0,1,1988,0,4,9
0,1,0,1,0,1991,4,11,25
1,0,0,1,0,1987,3,7,3
0,1,1,0,1,1987,5,11,10
1,0,1,1,0,1988,3,4,19
0,0,1,0,1,1987,0,6,11
0,0,1,0,0,1992,4,3,21
1,1,0,0,0,1988,1,9,10
0,1,1,0,1,1989,1,7,9
1,0,0,0,1,1988,1,10,10
1,1,1,0,1,1987,3,9,12
1,0,1,1,0,1987,2,11,11
0,0,1,1,0,1990,1,10,3
0,0,1,1,0,1990,3,10,3
1,0,0,1,0,1990,1,7,14
1,1,1,0,1,1991,3,7,14
0,0,1,0,0,1989,2,3,6
0,0,1,0,0,1988,2,3,5
0,0,1,0,0,1989,3,4,15
0,1,1,0,1,1988,6,9,6
1,1,0,1,0,1989,10,11,60
1,1,1,1,0,1992,11,11,25
1,0,0,1,0,1988,4,3,14
0,0,0,0,0,1990,1,3,9
1,0,1,1,0,1992,2,2,50
1,1,0,0,0,1990,0,11,17
0,0,1,0,0,1987,2,3,19
0,0,1,1,0,1991,0,11,6
0,1,1,0,0,1985,1,5,6
1,0,0,1,0,1986,4,5,7
0,0,0,0,0,1988,2,5,4
0,0,1,0,0,1986,0,5,3
0,1,1,0,0,1987,7,11,20
0,0,0,0,0,1987,0,4,3
0,0,1,0,0,1986,0,3,10
0,0,0,0,0,1987,1,3,9
0,0,1,1,0,1989,1,11,3
0,1,1,1,0,1989,2,8,26
1,0,1,0,0,1990,0,3,8
0,0,1,0,0,1987,3,5,6
0,0,1,0,0,1987,1,3,13
0,0,1,1,0,1987,3,5,11
0,0,0,1,0,1987,1,5,8
0,1,1,0,0,1986,0,5,18
1,0,1,0,0,1987,1,3,22
0,0,1,1,0,1988,0,5,15
0,0,1,0,0,1990,4,3,6
0,0,1,0,0,1990,2,3,9
1,1,0,0,0,1991,3,11,16
0,0,1,1,0,1990,1,9,11
0,0,1,0,0,1990,5,6,4
0,0,1,1,0,1988,4,3,4
0,0,0,0,0,1986,6,3,6
0,0,1,0,0,1987,0,3,5
0,1,1,0,0,1988,2,11,18
1,0,0,0,0,1987,5,6,10
1,1,0,0,0,1988,6,11,9
1,0,1,0,0,1987,0,3,7
0,0,1,0,0,1987,0,3,4
1,1,0,0,0,1989,4,11,12
0,0,1,0,0,1988,0,3,4
1,1,0,0,0,1990,0,11,10
1,0,1,1,0,1988,2,4,7
1,1,1,0,1,1987,5,11,11
1,1,0,1,0,1988,5,11,8
0,1,1,0,0,1992,0,10,10
1,1,0,0,0,1986,0,11,9
0,1,0,0,0,1989,1,10,1
0,0,1,1,0,1987,0,4,10
0,0,1,1,0,1986,0,6,6
1,1,0,1,0,1992,0,10,51
1,1,0,1,0,1990,0,10,34
1,1,0,1,0,1990,0,10,32
0,0,1,1,0,1987,0,8,6
1,0,0,0,0,1990,0,3,3
0,0,1,0,0,1989,0,3,11
1,1,1,0,0,1989,0,10,13
0,1,0,0,1,1989,0,8,8
0,0,1,1,0,1988,0,5,10
1,1,0,1,0,1990,0,10,39
1,1,1,0,1,1988,0,10,8
1,1,0,1,0,1990,0,10,95
1,1,1,1,0,1990,0,10,11
1,1,1,1,0,1989,0,10,28
0,0,1,1,0,1990,0,9,19
0,0,1,1,0,1987,0,7,19
0,0,1,1,0,1989,0,8,7
1,0,0,0,0,1987,0,8,7
1,0,0,1,0,1989,0,10,4
0,0,0,0,0,1992,0,3,9
1,1,1,0,0,1990,0,10,14
0,0,1,1,0,1991,0,10,19
1,1,0,1,0,1991,0,10,10
1,0,1,0,1,1988,0,4,4
1,0,1,0,1,1987,0,3,5
1,0,1,0,1,1987,0,3,7
0,0,0,0,0,1986,0,3,10
1,0,1,1,0,1990,0,6,47
1,1,0,1,0,1991,11,11,23
0,1,0,1,0,1989,3,10,5
1,1,1,0,1,1988,3,11,8
1,1,0,0,1,1989,2,9,8
0,1,1,0,1,1989,0,11,7
0,0,1,1,0,1989,0,4,5
0,0,1,1,0,1988,1,4,10
0,0,1,1,0,1989,1,3,4
0,1,1,0,0,1989,3,4,17
0,1,1,0,1,1988,3,10,11
0,0,1,1,0,1990,0,3,22
0,0,1,0,0,1990,1,6,4
0,1,1,0,1,1988,3,7,9
1,1,0,1,0,1993,12,11,33
0,0,1,0,0,1990,0,3,7
0,0,1,1,0,1990,1,4,8
0,0,1,0,0,1988,2,3,13
0,1,1,0,0,1990,9,5,20
1,1,1,0,1,1989,6,11,20
1,1,1,0,1,1987,2,5,6
0,0,1,0,0,1988,3,8,3
1,1,0,0,0,1992,7,6,15
0,0,0,1,0,1991,0,3,10
1,1,1,0,1,1990,5,11,21
0,0,1,0,0,1991,2,5,24
1,0,1,0,0,1988,3,4,5
1,0,1,0,1,1991,1,11,8
0,0,1,0,0,1991,0,3,19
1,1,1,1,0,1991,3,10,10
1,0,0,0,1,1988,0,11,14
1,1,1,0,0,1987,1,6,31
1,0,0,0,1,1989,4,7,14
1,0,1,1,0,1988,0,4,11
1,0,1,1,0,1989,6,5,13
0,1,1,0,0,1991,2,3,12
1,1,0,0,1,1989,1,7,3
1,0,1,1,0,1989,1,9,20
0,0,1,1,0,1993,1,11,14
1,0,1,1,0,1989,2,5,11
0,0,0,1,0,1988,0,7,7
0,1,0,0,0,1992,4,11,14
0,0,1,0,0,1988,3,3,8
1,0,0,1,0,1990,2,3,22
1,0,1,1,0,1988,0,6,11
0,0,1,1,0,1990,3,8,7
1,1,0,0,1,1991,7,10,33
1,1,0,0,0,1990,3,11,14
1,1,1,0,1,1990,3,9,10
0,0,1,1,0,1991,3,5,23
0,1,0,0,1,1989,1,11,11
0,0,1,0,1,1987,3,3,2
0,0,1,1,0,1990,8,3,4
0,1,0,0,1,1990,6,11,29
0,1,0,0,0,1990,5,11,31
0,0,0,0,1,1989,1,3,7
1,0,1,0,1,1987,8,4,16
1,0,1,0,0,1990,2,3,6
1,0,1,1,0,1991,1,7,22
0,0,1,1,0,1990,0,4,17
0,0,1,1,0,1988,0,3,10
0,0,1,0,0,1991,2,3,9
1,1,0,0,0,1989,4,9,17
0,1,1,1,0,1989,1,11,12
1,1,1,0,1,1988,3,10,11
1,1,0,1,0,1991,4,11,10
0,0,0,1,0,1990,1,3,10
0,0,1,1,0,1991,5,3,9
0,0,0,1,0,1988,0,3,7
0,1,0,0,0,1991,3,3,10
1,1,0,0,1,1991,4,10,10
0,0,0,0,1,1987,0,3,4
0,0,0,0,1,1987,0,3,5
0,0,0,0,1,1991,1,5,4
1,1,1,0,1,1990,0,11,10
0,1,1,0,0,1990,1,6,1
1,0,1,1,0,1990,1,4,12
0,0,1,0,0,1988,2,7,15
0,0,1,0,0,1989,0,3,22
0,0,0,1,0,1990,1,3,17
1,0,1,0,1,1989,1,8,12
1,0,1,0,1,1990,1,11,5
0,0,1,1,0,1991,2,8,8
0,0,1,1,0,1988,0,8,12
1,1,0,1,0,1990,3,11,25
1,0,1,0,0,1990,3,3,13
1,1,0,0,1,1987,1,11,33
0,0,1,1,0,1989,6,9,10
0,0,0,0,1,1988,1,10,1
1,0,1,0,0,1990,1,11,7
1,0,1,0,0,1990,1,11,7
1,0,1,0,0,1988,7,11,3
1,0,1,0,0,1988,4,3,6
1,1,0,0,1,1989,1,11,10
0,1,0,0,1,1988,1,11,3
0,1,0,0,1,1988,1,11,3
1,1,1,0,1,1989,5,11,7
0,0,1,0,0,1989,2,3,10
1,0,1,0,0,1990,0,3,7
1,1,1,0,0,1989,5,6,10
0,1,1,0,0,1989,1,10,5
0,0,0,0,1,1989,1,10,6
0,0,1,1,0,1991,1,6,9
0,0,1,0,0,1988,10,3,33
1,1,0,0,1,1991,3,11,5
1,0,1,0,0,1990,0,4,7
1,0,0,1,0,1990,8,11,10
1,1,0,0,1,1992,4,11,22
1,1,0,0,1,1991,4,11,9
1,1,1,0,1,1988,4,11,8
1,1,0,0,1,1990,12,11,25
0,1,0,0,0,1988,0,11,14
0,0,1,1,0,1989,1,3,10
1,0,1,0,0,1988,3,3,13
1,1,1,0,1,1989,1,10,5
0,1,1,1,0,1991,4,11,27
0,0,0,0,1,1988,0,10,7
1,1,0,0,1,1989,2,11,17
1,1,1,0,1,1990,3,11,22
1,0,0,0,1,1991,2,11,12
1,0,1,0,0,1988,3,3,11
0,0,1,0,0,1992,1,3,14
1,1,0,1,0,1991,13,11,14
0,1,0,0,0,1991,0,9,2
0,0,1,0,0,1990,0,5,9
0,0,1,0,1,1988,4,8,10
1,0,1,0,1,1988,2,11,19
1,0,0,0,0,1991,2,2,11
0,0,1,1,0,1991,0,3,15
0,0,1,0,1,1989,2,4,5
0,0,1,0,1,1989,0,6,11
0,0,1,1,0,1991,2,4,9
0,0,1,0,0,1994,2,3,15
1,0,0,0,0,1989,3,3,22
1,1,1,0,1,1988,6,10,16
1,1,1,0,0,1988,6,11,10
1,1,1,0,0,1988,4,11,4
1,1,1,1,0,1991,7,11,19
